,school_name,district_name,county_name,enroll12,numtsttakr,avgscrread,avgscreng,avgscrmath,avgscrsci,numge21,pctge21,year
375,Corona High,Corona-Norco Unified,Riverside,581.0,108.0,19.0,18.0,19.0,19.0,34.0,31.48,2018-19
376,Coronado High,Coronado Unified,San Diego,291.0,128.0,26.0,25.0,25.0,25.0,100.0,78.13,2018-19
378,Costa Mesa High,Newport-Mesa Unified,Orange,286.0,30.0,24.0,23.0,21.0,22.0,19.0,63.33,2018-19
379,Cosumnes Oaks High,Elk Grove Unified,Sacramento,580.0,143.0,24.0,23.0,23.0,23.0,100.0,69.93,2018-19
382,Crawford High,San Diego Unified,San Diego,218.0,37.0,19.0,18.0,18.0,19.0,11.0,29.73,2018-19
385,Crenshaw Science Technology Engineering Math and Medicine Magnet,Los Angeles Unified,Los Angeles,216.0,33.0,16.0,14.0,16.0,15.0,3.0,9.09,2018-19
389,Crescenta Valley High,Glendale Unified,Los Angeles,631.0,143.0,27.0,27.0,26.0,26.0,124.0,86.71,2018-19
394,Culver City High,Culver City Unified,Los Angeles,526.0,147.0,24.0,24.0,22.0,23.0,94.0,63.95,2018-19
396,Cupertino High,Fremont Union High,Santa Clara,625.0,209.0,29.0,30.0,30.0,29.0,200.0,95.69,2018-19
398,Cypress High,Anaheim Union High,Orange,713.0,105.0,26.0,25.0,26.0,25.0,86.0,81.9,2018-19
400,Da Vinci Communications,Wiseburn Unified,Los Angeles,94.0,44.0,17.0,16.0,17.0,17.0,5.0,11.36,2018-19
401,Da Vinci Design,Wiseburn Unified,Los Angeles,164.0,33.0,19.0,20.0,18.0,18.0,10.0,30.3,2018-19
403,Da Vinci Science,Wiseburn Unified,Los Angeles,159.0,43.0,25.0,24.0,22.0,23.0,28.0,65.12,2018-19
404,Dana Hills High,Capistrano Unified,Orange,669.0,213.0,27.0,27.0,26.0,26.0,193.0,90.61,2018-19
405,Daniel Pearl Journalism & Communications Magnet,Los Angeles Unified,Los Angeles,71.0,23.0,24.0,24.0,22.0,22.0,14.0,60.87,2018-19
406,David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,87.0,16.0,18.0,16.0,17.0,18.0,5.0,31.25,2018-19
408,Davis Senior High,Davis Joint Unified,Yolo,569.0,144.0,28.0,28.0,28.0,27.0,135.0,93.75,2018-19
409,De Anza High,West Contra Costa Unified,Contra Costa,332.0,55.0,20.0,19.0,18.0,19.0,19.0,34.55,2018-19
411,Deer Valley High,Antioch Unified,Contra Costa,533.0,47.0,23.0,21.0,22.0,21.0,23.0,48.94,2018-19
413,Del Campo High,San Juan Unified,Sacramento,371.0,36.0,22.0,22.0,21.0,20.0,18.0,50.0,2018-19
414,Del Lago Academy - Campus of Applied Science,Escondido Union High,San Diego,178.0,65.0,22.0,21.0,21.0,22.0,37.0,56.92,2018-19
415,Del Mar High,Campbell Union High,Santa Clara,290.0,67.0,21.0,20.0,19.0,21.0,29.0,43.28,2018-19
417,Del Norte High,Poway Unified,San Diego,515.0,211.0,28.0,28.0,27.0,27.0,186.0,88.15,2018-19
418,Del Oro High,Placer Union High,Placer,410.0,110.0,25.0,24.0,24.0,24.0,86.0,78.18,2018-19
419,Delano High,Delano Joint Union High,Kern,339.0,110.0,18.0,17.0,19.0,18.0,28.0,25.45,2018-19
420,Delhi High,Delhi Unified,Merced,167.0,68.0,18.0,17.0,17.0,18.0,15.0,22.06,2018-19
428,Desert Hot Springs High,Palm Springs Unified,Riverside,417.0,46.0,17.0,16.0,16.0,18.0,3.0,6.52,2018-19
431,Desert Mirage High,Coachella Valley Unified,Riverside,459.0,97.0,17.0,16.0,17.0,17.0,12.0,12.37,2018-19
433,Design Science Middle College High,Fresno Unified,Fresno,63.0,58.0,21.0,20.0,21.0,20.0,23.0,39.66,2018-19
434,Design Tech High,San Mateo Union High,San Mateo,120.0,33.0,29.0,29.0,26.0,28.0,29.0,87.88,2018-19
435,Diamond Bar High,Walnut Valley Unified,Los Angeles,749.0,188.0,28.0,28.0,29.0,27.0,165.0,87.77,2018-19
436,Diamond Ranch High,Pomona Unified,Los Angeles,377.0,82.0,23.0,22.0,21.0,22.0,47.0,57.32,2018-19
442,Dinuba High,Dinuba Unified,Tulare,423.0,96.0,18.0,16.0,17.0,19.0,18.0,18.75,2018-19
445,Dixon High,Dixon Unified,Solano,246.0,67.0,21.0,20.0,21.0,20.0,34.0,50.75,2018-19
446,Dominguez High,Compton Unified,Los Angeles,391.0,268.0,15.0,14.0,16.0,15.0,13.0,4.85,2018-19
447,Don Antonio Lugo High,Chino Valley Unified,San Bernardino,432.0,22.0,21.0,22.0,21.0,21.0,9.0,40.91,2018-19
450,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,486.0,155.0,25.0,25.0,25.0,24.0,107.0,69.03,2018-19
451,Dougherty Valley High,San Ramon Valley Unified,Contra Costa,766.0,294.0,30.0,30.0,30.0,29.0,281.0,95.58,2018-19
452,Downey High,Downey Unified,Los Angeles,1050.0,87.0,23.0,22.0,22.0,22.0,59.0,67.82,2018-19
453,Downtown Business High,Los Angeles Unified,Los Angeles,203.0,102.0,22.0,21.0,22.0,22.0,61.0,59.8,2018-19
454,Downtown College Prep - Alum Rock,Santa Clara County Office of Education,Santa Clara,61.0,38.0,17.0,16.0,17.0,17.0,7.0,18.42,2018-19
455,Downtown College Preparatory,San Jose Unified,Santa Clara,85.0,57.0,16.0,15.0,16.0,17.0,5.0,8.77,2018-19
456,Dozier-Libbey Medical High,Antioch Unified,Contra Costa,143.0,19.0,23.0,21.0,21.0,21.0,10.0,52.63,2018-19
457,Dr. Maya Angelou Community High,Los Angeles Unified,Los Angeles,147.0,27.0,17.0,15.0,16.0,16.0,1.0,3.7,2018-19
458,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,118.0,24.0,25.0,25.0,23.0,22.0,19.0,79.17,2018-19
460,Duarte High,Duarte Unified,Los Angeles,199.0,28.0,20.0,20.0,18.0,19.0,10.0,35.71,2018-19
461,Dublin High,Dublin Unified,Alameda,622.0,216.0,28.0,28.0,28.0,27.0,187.0,86.57,2018-19
466,Eagle Rock High,Los Angeles Unified,Los Angeles,420.0,38.0,25.0,25.0,23.0,23.0,25.0,65.79,2018-19
468,Early College High,Newport-Mesa Unified,Orange,50.0,38.0,24.0,24.0,23.0,23.0,24.0,63.16,2018-19
469,East Bakersfield High,Kern High,Kern,533.0,34.0,19.0,17.0,18.0,18.0,7.0,20.59,2018-19
471,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,Los Angeles Unified,Los Angeles,94.0,23.0,17.0,16.0,16.0,18.0,2.0,8.7,2018-19
474,East Union High,Manteca Unified,San Joaquin,392.0,29.0,21.0,20.0,22.0,20.0,13.0,44.83,2018-19
475,East Valley Senior High,Los Angeles Unified,Los Angeles,141.0,15.0,16.0,15.0,16.0,17.0,1.0,6.67,2018-19
477,Eastlake High,Sweetwater Union High,San Diego,802.0,111.0,24.0,23.0,23.0,23.0,75.0,67.57,2018-19
478,Eastside High,Antelope Valley Union High,Los Angeles,562.0,45.0,19.0,18.0,16.0,18.0,9.0,20.0,2018-19
481,Edison High,Huntington Beach Union High,Orange,669.0,125.0,25.0,25.0,24.0,25.0,101.0,80.8,2018-19
482,Edison High,Stockton Unified,San Joaquin,525.0,25.0,19.0,17.0,18.0,18.0,7.0,28.0,2018-19
483,Edison High,Fresno Unified,Fresno,560.0,67.0,23.0,21.0,21.0,21.0,36.0,53.73,2018-19
484,Ednovate - East College Prep,Los Angeles Unified,Los Angeles,79.0,85.0,19.0,19.0,18.0,19.0,23.0,27.06,2018-19
485,Ednovate - USC Hybrid High College Prep,Los Angeles Unified,Los Angeles,131.0,148.0,20.0,20.0,20.0,20.0,66.0,44.59,2018-19
489,Edward R. Roybal Learning Center,Los Angeles Unified,Los Angeles,233.0,20.0,18.0,17.0,18.0,19.0,7.0,35.0,2018-19
490,Eisenhower Senior High,Rialto Unified,San Bernardino,524.0,63.0,18.0,16.0,18.0,18.0,15.0,23.81,2018-19
491,El Cajon Valley High,Grossmont Union High,San Diego,553.0,94.0,19.0,18.0,20.0,20.0,36.0,38.3,2018-19
492,El Camino Fundamental High,San Juan Unified,Sacramento,321.0,46.0,25.0,23.0,24.0,24.0,37.0,80.43,2018-19
494,El Camino High,South San Francisco Unified,San Mateo,315.0,21.0,24.0,24.0,24.0,22.0,17.0,80.95,2018-19
495,El Camino High,Oceanside Unified,San Diego,795.0,125.0,20.0,20.0,21.0,21.0,63.0,50.4,2018-19
496,El Camino Real Charter High,Los Angeles Unified,Los Angeles,904.0,122.0,25.0,26.0,25.0,24.0,101.0,82.79,2018-19
498,El Capitan High,Grossmont Union High,San Diego,406.0,56.0,22.0,21.0,20.0,21.0,30.0,53.57,2018-19
499,El Capitan High,Merced Union High,Merced,373.0,96.0,20.0,18.0,19.0,19.0,31.0,32.29,2018-19
500,El Cerrito High,West Contra Costa Unified,Contra Costa,331.0,48.0,24.0,23.0,23.0,23.0,29.0,60.42,2018-19
501,El Diamante High,Visalia Unified,Tulare,461.0,49.0,20.0,20.0,21.0,21.0,22.0,44.9,2018-19
502,El Dorado High,El Dorado Union High,El Dorado,235.0,48.0,23.0,21.0,21.0,21.0,26.0,54.17,2018-19
503,El Dorado High,Placentia-Yorba Linda Unified,Orange,462.0,71.0,25.0,24.0,25.0,24.0,57.0,80.28,2018-19
504,El Modena High,Orange Unified,Orange,526.0,42.0,24.0,24.0,24.0,23.0,29.0,69.05,2018-19
505,El Molino High,West Sonoma County Union High,Sonoma,131.0,22.0,24.0,22.0,22.0,23.0,13.0,59.09,2018-19
506,El Monte High,El Monte Union High,Los Angeles,397.0,114.0,19.0,18.0,20.0,19.0,42.0,36.84,2018-19
508,El Rancho High,El Rancho Unified,Los Angeles,592.0,218.0,19.0,18.0,19.0,19.0,62.0,28.44,2018-19
509,El Segundo High,El Segundo Unified,Los Angeles,292.0,109.0,25.0,25.0,24.0,24.0,78.0,71.56,2018-19
511,El Toro High,Saddleback Valley Unified,Orange,559.0,113.0,23.0,23.0,23.0,23.0,75.0,66.37,2018-19
513,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,1083.0,190.0,23.0,21.0,22.0,22.0,111.0,58.42,2018-19
519,Elk Grove High,Elk Grove Unified,Sacramento,475.0,97.0,24.0,22.0,23.0,22.0,62.0,63.92,2018-19
528,Encinal Junior/Senior High,Alameda Unified,Alameda,233.0,44.0,26.0,26.0,25.0,24.0,36.0,81.82,2018-19
530,Encore Jr./Sr. High School for the Performing and Visual Arts,Hesperia Unified,San Bernardino,113.0,37.0,20.0,18.0,17.0,17.0,10.0,27.03,2018-19
535,Environmental Charter High,Lawndale Elementary,Los Angeles,126.0,96.0,17.0,17.0,18.0,17.0,19.0,19.79,2018-19
539,Eric Birch High (Continuation),Fontana Unified,San Bernardino,142.0,113.0,13.0,11.0,14.0,13.0,0.0,0.0,2018-19
542,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,536.0,58.0,21.0,20.0,22.0,21.0,29.0,50.0,2018-19
543,Ernest S. McBride Sr. High,Long Beach Unified,Los Angeles,165.0,24.0,24.0,24.0,22.0,23.0,15.0,62.5,2018-19
544,Escalon High,Escalon Unified,San Joaquin,188.0,16.0,21.0,19.0,21.0,22.0,10.0,62.5,2018-19
545,Escondido Charter High,Escondido Union High,San Diego,210.0,27.0,24.0,23.0,25.0,24.0,20.0,74.07,2018-19
546,Escondido High,Escondido Union High,San Diego,580.0,137.0,19.0,17.0,18.0,19.0,38.0,27.74,2018-19
549,Esperanza High,Placentia-Yorba Linda Unified,Orange,355.0,83.0,24.0,23.0,23.0,23.0,57.0,68.67,2018-19
550,Estancia High,Newport-Mesa Unified,Orange,325.0,22.0,20.0,20.0,19.0,20.0,7.0,31.82,2018-19
551,Esteban Torres East LA Performing Arts Magnet,Los Angeles Unified,Los Angeles,85.0,27.0,15.0,14.0,16.0,16.0,3.0,11.11,2018-19
552,Etiwanda High,Chaffey Joint Union High,San Bernardino,851.0,84.0,21.0,21.0,22.0,22.0,48.0,57.14,2018-19
553,Etna Union High,Scott Valley Unified,Siskiyou,43.0,27.0,20.0,20.0,21.0,21.0,11.0,40.74,2018-19
555,Eureka Senior High,Eureka City Schools,Humboldt,266.0,23.0,24.0,22.0,23.0,22.0,16.0,69.57,2018-19
556,Everest Public High,Sequoia Union High,San Mateo,86.0,51.0,19.0,17.0,18.0,19.0,12.0,23.53,2018-19
557,Everett Alvarez High,Salinas Union High,Monterey,607.0,122.0,19.0,18.0,18.0,18.0,34.0,27.87,2018-19
558,Evergreen Valley High,East Side Union High,Santa Clara,712.0,122.0,29.0,29.0,29.0,28.0,114.0,93.44,2018-19
561,Exeter Union High,Exeter Unified,Tulare,187.0,18.0,25.0,23.0,20.0,23.0,13.0,72.22,2018-19
562,Fairfax Senior High,Los Angeles Unified,Los Angeles,361.0,36.0,21.0,21.0,21.0,20.0,12.0,33.33,2018-19
565,Fallbrook High,Fallbrook Union High,San Diego,464.0,40.0,23.0,22.0,22.0,21.0,25.0,62.5,2018-19
568,Farmersville High,Farmersville Unified,Tulare,170.0,46.0,18.0,16.0,17.0,17.0,8.0,17.39,2018-19
571,Fillmore Senior High,Fillmore Unified,Ventura,250.0,29.0,24.0,23.0,23.0,23.0,19.0,65.52,2018-19
572,Firebaugh High,Firebaugh-Las Deltas Unified,Fresno,167.0,31.0,16.0,15.0,16.0,17.0,3.0,9.68,2018-19
574,Florin High,Elk Grove Unified,Sacramento,322.0,94.0,19.0,18.0,20.0,19.0,30.0,31.91,2018-19
575,Folsom High,Folsom-Cordova Unified,Sacramento,552.0,127.0,27.0,27.0,27.0,26.0,110.0,86.61,2018-19
576,Fontana A. B. Miller High,Fontana Unified,San Bernardino,507.0,447.0,16.0,14.0,17.0,16.0,53.0,11.86,2018-19
577,Fontana High,Fontana Unified,San Bernardino,538.0,496.0,15.0,13.0,16.0,16.0,42.0,8.47,2018-19
578,Foothill High,Pleasanton Unified,Alameda,498.0,196.0,28.0,28.0,28.0,27.0,176.0,89.8,2018-19
579,Foothill High,Kern High,Kern,471.0,15.0,20.0,18.0,21.0,19.0,6.0,40.0,2018-19
580,Foothill High,Shasta Union High,Shasta,317.0,29.0,26.0,23.0,23.0,23.0,22.0,75.86,2018-19
581,Foothill High,Tustin Unified,Orange,542.0,155.0,26.0,26.0,25.0,24.0,127.0,81.94,2018-19
583,Foothill Technology High,Ventura Unified,Ventura,222.0,61.0,24.0,23.0,22.0,23.0,34.0,55.74,2018-19
587,Fort Bragg High,Fort Bragg Unified,Mendocino,107.0,24.0,25.0,24.0,22.0,23.0,17.0,70.83,2018-19
588,Fortuna Union High,Fortuna Union High,Humboldt,183.0,18.0,23.0,21.0,22.0,22.0,9.0,50.0,2018-19
589,Foshay Learning Center,Los Angeles Unified,Los Angeles,166.0,56.0,19.0,18.0,19.0,18.0,19.0,33.93,2018-19
590,Fountain Valley High,Huntington Beach Union High,Orange,805.0,102.0,27.0,26.0,26.0,26.0,87.0,85.29,2018-19
592,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,403.0,101.0,21.0,20.0,21.0,20.0,55.0,54.46,2018-19
593,Franklin High,Stockton Unified,San Joaquin,449.0,57.0,20.0,19.0,20.0,20.0,21.0,36.84,2018-19
594,Franklin High,Elk Grove Unified,Sacramento,595.0,69.0,26.0,25.0,25.0,23.0,57.0,82.61,2018-19
596,Fred C. Beyer High,Modesto City High,Stanislaus,397.0,63.0,25.0,25.0,24.0,24.0,47.0,74.6,2018-19
597,Freedom High,Liberty Union High,Contra Costa,649.0,89.0,22.0,21.0,20.0,21.0,40.0,44.94,2018-19
598,Fremont Academy of Engineering and Design,Pomona Unified,Los Angeles,90.0,19.0,19.0,17.0,18.0,18.0,6.0,31.58,2018-19
599,Fremont High,Oakland Unified,Alameda,154.0,26.0,14.0,14.0,15.0,14.0,2.0,7.69,2018-19
600,Fremont High,Fremont Union High,Santa Clara,508.0,82.0,27.0,27.0,27.0,26.0,66.0,80.49,2018-19
601,Fresno High,Fresno Unified,Fresno,442.0,110.0,17.0,16.0,17.0,17.0,14.0,12.73,2018-19
602,Frontier High,Kern High,Kern,576.0,50.0,25.0,23.0,24.0,22.0,38.0,76.0,2018-19
603,Fullerton Union High,Fullerton Joint Union High,Orange,467.0,59.0,24.0,24.0,23.0,23.0,42.0,71.19,2018-19
608,Gabrielino High,San Gabriel Unified,Los Angeles,433.0,69.0,28.0,28.0,26.0,26.0,62.0,89.86,2018-19
609,Gahr (Richard) High,ABC Unified,Los Angeles,418.0,41.0,21.0,21.0,22.0,22.0,25.0,60.98,2018-19
610,Galileo High,San Francisco Unified,San Francisco,462.0,95.0,21.0,20.0,23.0,21.0,55.0,57.89,2018-19
611,Galt High,Galt Joint Union High,Sacramento,215.0,26.0,19.0,16.0,19.0,19.0,6.0,23.08,2018-19
612,Ganesha High,Pomona Unified,Los Angeles,207.0,67.0,17.0,16.0,17.0,17.0,11.0,16.42,2018-19
613,Garden Grove High,Garden Grove Unified,Orange,569.0,77.0,24.0,24.0,22.0,23.0,55.0,71.43,2018-19
614,Gardena Senior High,Los Angeles Unified,Los Angeles,279.0,24.0,18.0,17.0,17.0,17.0,3.0,12.5,2018-19
615,Garey High,Pomona Unified,Los Angeles,399.0,23.0,17.0,17.0,18.0,18.0,4.0,17.39,2018-19
617,Gateway High,San Francisco Unified,San Francisco,112.0,39.0,21.0,20.0,19.0,19.0,16.0,41.03,2018-19
623,Gilroy High,Gilroy Unified,Santa Clara,374.0,36.0,22.0,20.0,22.0,21.0,21.0,58.33,2018-19
625,Gladstone High,Azusa Unified,Los Angeles,266.0,24.0,21.0,21.0,21.0,22.0,13.0,54.17,2018-19
626,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,355.0,28.0,25.0,23.0,24.0,24.0,20.0,71.43,2018-19
627,Glendale High,Glendale Unified,Los Angeles,547.0,42.0,23.0,22.0,23.0,23.0,29.0,69.05,2018-19
628,Glendora High,Glendora Unified,Los Angeles,591.0,79.0,25.0,23.0,24.0,23.0,66.0,83.54,2018-19
633,Golden Valley High,Kern High,Kern,580.0,22.0,21.0,18.0,19.0,20.0,8.0,36.36,2018-19
634,Golden Valley High,Merced Union High,Merced,397.0,45.0,18.0,16.0,18.0,18.0,10.0,22.22,2018-19
635,Golden Valley High,William S. Hart Union High,Los Angeles,479.0,53.0,25.0,23.0,21.0,23.0,37.0,69.81,2018-19
636,Golden West High,Visalia Unified,Tulare,383.0,38.0,21.0,19.0,20.0,21.0,17.0,44.74,2018-19
637,Gompers Preparatory Academy,San Diego Unified,San Diego,125.0,114.0,16.0,15.0,17.0,16.0,12.0,10.53,2018-19
638,Gonzales High,Gonzales Unified,Monterey,182.0,63.0,17.0,17.0,17.0,17.0,11.0,17.46,2018-19
643,Granada High,Livermore Valley Joint Unified,Alameda,567.0,147.0,27.0,26.0,26.0,25.0,118.0,80.27,2018-19
644,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1120.0,204.0,25.0,25.0,24.0,24.0,154.0,75.49,2018-19
645,Grand Terrace High School at the Ray Abril Jr. Educational Complex,Colton Joint Unified,San Bernardino,503.0,38.0,21.0,21.0,20.0,21.0,21.0,55.26,2018-19
